IM,Minor,Mod,Sev
98.06,1,0.985541526,0.397049494
98.07,1,0.985561561,0.397312341
98.08,1,0.985581595,0.397575188
98.09,1,0.98560163,0.397838035
98.1,1,0.985621665,0.398100882
98.11,1,0.985641699,0.398363729
98.12,1,0.985661734,0.398626576
98.13,1,0.985681768,0.398872996
98.14,1,0.985701803,0.399102987
98.15,1,0.985721838,0.399332978
98.16,1,0.985741872,0.399562969
98.17,1,0.985761907,0.39979296
98.18,1,0.985781941,0.400022951
98.19,1,0.985801976,0.400252942
98.2,1,0.985822011,0.400482934
98.21,1,0.985842045,0.400712925
98.22,1,0.98586208,0.400942916
98.23,1,0.985882115,0.401172907
98.24,1,0.985902149,0.401402898
98.25,1,0.985922184,0.401632889
98.26,1,0.985942218,0.40186288
98.27,1,0.985962253,0.402092871
98.28,1,0.985982288,0.402322863
98.29,1,0.986002322,0.402552854
98.3,1,0.986022357,0.402782845
98.31,1,0.986042391,0.403012836
98.32,1,0.986062426,0.403242827
98.33,1,0.986082461,0.403472818
98.34,1,0.986102495,0.403702809
98.35,1,0.98612253,0.403932801
98.36,1,0.986142564,0.404162792
98.37,1,0.986162599,0.404392783
98.38,1,0.986182634,0.404622774
98.39,1,0.986202668,0.404852765
98.4,1,0.986222703,0.405082756
98.41,1,0.986242738,0.405312747
98.42,1,0.986262772,0.405542739
98.43,1,0.986282807,0.40577273
98.44,1,0.986302841,0.406002721
98.45,1,0.986322876,0.406232712
98.46,1,0.986342911,0.406462703
98.47,1,0.986362945,0.406692694
98.48,1,0.98638298,0.406922685
98.49,1,0.986403014,0.407152676
98.5,1,0.986423049,0.407382668
98.51,1,0.986443084,0.407612659
98.52,1,0.986463118,0.40784265
98.53,1,0.986483153,0.408072641
98.54,1,0.986503187,0.408302632
98.55,1,0.986523222,0.408532623
98.56,1,0.986543257,0.408762614
98.57,1,0.986563291,0.408992606
98.58,1,0.986583326,0.409222597
98.59,1,0.98660336,0.409452588
98.6,1,0.986623395,0.409682579
98.61,1,0.98664343,0.40991257
98.62,1,0.986663464,0.410142561
98.63,1,0.986683499,0.410372552
98.64,1,0.986703534,0.410602544
98.65,1,0.986723568,0.410832535
98.66,1,0.986743603,0.411062526
98.67,1,0.986763637,0.411292517
98.68,1,0.986783672,0.411522508
98.69,1,0.986803707,0.411752499
98.7,1,0.986823741,0.41198249
98.71,1,0.986843776,0.412212481
98.72,1,0.98686381,0.412442473
98.73,1,0.986883845,0.412672464
98.74,1,0.98690388,0.412902455
98.75,1,0.986923914,0.413132446
98.76,1,0.986943949,0.413362437
98.77,1,0.986963983,0.413592428
98.78,1,0.986984018,0.413822419
98.79,1,0.987004053,0.414052411
98.8,1,0.987024087,0.414282402
98.81,1,0.987044122,0.414512393
98.82,1,0.987064157,0.414742384
98.83,1,0.987084191,0.414972375
98.84,1,0.987104226,0.415202366
98.85,1,0.98712426,0.415432357
98.86,1,0.987144295,0.415662349
98.87,1,0.98716433,0.41589234
98.88,1,0.987184364,0.416122331
98.89,1,0.987204399,0.416352322
98.9,1,0.987224433,0.416582313
98.91,1,0.987244468,0.416812304
98.92,1,0.987264503,0.417042295
98.93,1,0.987284537,0.417272286
98.94,1,0.987304572,0.417502278
98.95,1,0.987324606,0.417732269
98.96,1,0.987344641,0.41796226
98.97,1,0.987364676,0.418192251
98.98,1,0.98738471,0.418422242
98.99,1,0.987404745,0.418652233
99,1,0.98742478,0.418882224
99.01,1,0.987444814,0.419112216
99.02,1,0.987464849,0.419342207
99.03,1,0.987484883,0.419572198
99.04,1,0.987504918,0.419802189
99.05,1,0.987524953,0.42003218
99.06,1,0.987544987,0.420262171
99.07,1,0.987565022,0.420492162
99.08,1,0.987585056,0.420722154
99.09,1,0.987605091,0.420952145
99.1,1,0.987625126,0.421182136
99.11,1,0.98764516,0.421412127
99.12,1,0.987665195,0.421642118
99.13,1,0.987685229,0.421872109
99.14,1,0.987705264,0.4221021
99.15,1,0.987725299,0.422332091
99.16,1,0.987745333,0.422562083
99.17,1,0.987765368,0.422792074
99.18,1,0.987785403,0.423022065
99.19,1,0.987805437,0.423252056
99.2,1,0.987825472,0.423482047
99.21,1,0.987845506,0.423712038
99.22,1,0.987865541,0.423942029
99.23,1,0.987885576,0.424172021
99.24,1,0.98790561,0.424402012
99.25,1,0.987925645,0.424632003
99.26,1,0.987945679,0.424861994
99.27,1,0.987965714,0.425091985
99.28,1,0.987985749,0.425321976
99.29,1,0.988005783,0.425551967
99.3,1,0.988025818,0.425781959
99.31,1,0.988045852,0.42601195
99.32,1,0.988065887,0.426241941
99.33,1,0.988085922,0.426471932
99.34,1,0.988105956,0.426701923
99.35,1,0.988125991,0.426931914
99.36,1,0.988146025,0.427161905
99.37,1,0.98816606,0.427391896
99.38,1,0.988186095,0.427621888
99.39,1,0.988206129,0.427851879
99.4,1,0.988226164,0.42808187
99.41,1,0.988246199,0.428311861
99.42,1,0.988266233,0.428541852
99.43,1,0.988286268,0.428771843
99.44,1,0.988306302,0.429001834
99.45,1,0.988326337,0.429231826
99.46,1,0.988346372,0.429461817
99.47,1,0.988366406,0.429691808
99.48,1,0.988386441,0.429921799
99.49,1,0.988406475,0.43015179
99.5,1,0.98842651,0.430381781
99.51,1,0.988446545,0.430611772
99.52,1,0.988466579,0.430841764
99.53,1,0.988486614,0.431071755
99.54,1,0.988506648,0.431301746
99.55,1,0.988526683,0.431531737
99.56,1,0.988546718,0.431761728
99.57,1,0.988566752,0.431991719
99.58,1,0.988586787,0.43222171
99.59,1,0.988606822,0.432451701
99.6,1,0.988626856,0.432681693
99.61,1,0.988646891,0.432911684
99.62,1,0.988666925,0.433141675
99.63,1,0.98868696,0.433371666
99.64,1,0.988706995,0.433601657
99.65,1,0.988727029,0.433831648
99.66,1,0.988747064,0.434061639
99.67,1,0.988767098,0.434291631
99.68,1,0.988787133,0.434521622
99.69,1,0.988807168,0.434751613
99.7,1,0.988827202,0.434981604
99.71,1,0.988847237,0.435211595
99.72,1,0.988867271,0.435441586
99.73,1,0.988887306,0.435671577
99.74,1,0.988907341,0.435901569
99.75,1,0.988927375,0.43613156
99.76,1,0.98894741,0.436361551
99.77,1,0.988967445,0.436591542
99.78,1,0.988987479,0.436821533
99.79,1,0.989007514,0.437051524
99.8,1,0.989027548,0.437281515
99.81,1,0.989047583,0.437511506
99.82,1,0.989067618,0.437741498
99.83,1,0.989087652,0.437971489
99.84,1,0.989107687,0.43820148
99.85,1,0.989127721,0.438431471
99.86,1,0.989147756,0.438661462
99.87,1,0.989167791,0.438891453
99.88,1,0.989187825,0.439121444
99.89,1,0.98920786,0.439351436
99.9,1,0.989227894,0.439581427
99.91,1,0.989247929,0.439811418
99.92,1,0.989267964,0.440041409
99.93,1,0.989287998,0.4402714
99.94,1,0.989308033,0.440501391
99.95,1,0.989328068,0.440731382
99.96,1,0.989348102,0.440961374
99.97,1,0.989368137,0.441191365
99.98,1,0.989388171,0.441421356
99.99,1,0.989408206,0.441651347
100,1,0.989428241,0.441881338
100.01,1,0.989448275,0.442111329
100.02,1,0.98946831,0.44234132
100.03,1,0.989488344,0.442571311
100.04,1,0.989508379,0.442801303
100.05,1,0.989528414,0.443031294
100.06,1,0.989548448,0.443261285
100.07,1,0.989568483,0.443491276
100.08,1,0.989588517,0.443721267
100.09,1,0.989608552,0.443951258
100.1,1,0.989628587,0.444181249
100.11,1,0.989648621,0.444411241
100.12,1,0.989668656,0.444641232
100.13,1,0.98968869,0.444871223
100.14,1,0.989708725,0.445101214
100.15,1,0.98972876,0.445331205
100.16,1,0.989748794,0.445561196
100.17,1,0.989768829,0.445791187
100.18,1,0.989788864,0.446021179
100.19,1,0.989808898,0.44625117
100.2,1,0.989828933,0.446481161
100.21,1,0.989848967,0.446711152
100.22,1,0.989869002,0.446941143
100.23,1,0.989889037,0.447171134
100.24,1,0.989909071,0.447401125
100.25,1,0.989929106,0.447631116
100.26,1,0.98994914,0.447861108
100.27,1,0.989969175,0.448091099
100.28,1,0.98998921,0.44832109
100.29,1,0.990009244,0.448551081
100.3,1,0.990029279,0.448781072
100.31,1,0.990049313,0.449011063
100.32,1,0.990069348,0.449241054
100.33,1,0.990089383,0.449471046
100.34,1,0.990109417,0.449701037
100.35,1,0.990129452,0.449931028
100.36,1,0.990149487,0.450161019
100.37,1,0.990169521,0.45039101
100.38,1,0.990189556,0.450621001
100.39,1,0.99020959,0.450850992
100.4,1,0.990229625,0.451080984
100.41,1,0.99024966,0.451310975
100.42,1,0.990269694,0.451540966
100.43,1,0.990289729,0.451770957
100.44,1,0.990309763,0.452000948
100.45,1,0.990329798,0.452230939
100.46,1,0.990349833,0.45246093
100.47,1,0.990369867,0.452690921
100.48,1,0.990389902,0.452920913
100.49,1,0.990409936,0.453150904
100.5,1,0.990429971,0.453380895
100.51,1,0.990450006,0.453610886
100.52,1,0.99047004,0.453840877
100.53,1,0.990490075,0.454070868
100.54,1,0.99051011,0.454300859
100.55,1,0.990530144,0.454530851
100.56,1,0.990550179,0.454760842
100.57,1,0.990570213,0.454990833
100.58,1,0.990590248,0.455220824
100.59,1,0.990610283,0.455450815
100.6,1,0.990630317,0.455680806
100.61,1,0.990650352,0.455910797
100.62,1,0.990670386,0.456140789
100.63,1,0.990690421,0.45637078
100.64,1,0.990710456,0.456600771
100.65,1,0.99073049,0.456830762
100.66,1,0.990750525,0.457060753
100.67,1,0.990770559,0.457290744
100.68,1,0.990790594,0.457520735
100.69,1,0.990810629,0.457750726
100.7,1,0.990830663,0.457980718
100.71,1,0.990850698,0.458210709
100.72,1,0.990870732,0.4584407
100.73,1,0.990890767,0.458670691
100.74,1,0.990910802,0.458900682
100.75,1,0.990930836,0.459130673
100.76,1,0.990950871,0.459360664
100.77,1,0.990970906,0.459590656
100.78,1,0.99099094,0.459820647
100.79,1,0.991010975,0.460050638
100.8,1,0.991031009,0.460280629
100.81,1,0.991051044,0.46051062
100.82,1,0.991071079,0.460740611
100.83,1,0.991091113,0.460970602
100.84,1,0.991111148,0.461200594
100.85,1,0.991131182,0.461430585
100.86,1,0.991151217,0.461660576
100.87,1,0.991171252,0.461890567
100.88,1,0.991191286,0.462120558
100.89,1,0.991211321,0.462350549
100.9,1,0.991231355,0.46258054
100.91,1,0.99125139,0.462810531
100.92,1,0.991271425,0.463040523
100.93,1,0.991291459,0.463270514
100.94,1,0.991311494,0.463500505
100.95,1,0.991331529,0.463730496
100.96,1,0.991351563,0.463960487
100.97,1,0.991371598,0.464190478
100.98,1,0.991391817,0.464420469
100.99,1,0.9914122,0.464650461
101,1,0.991432583,0.464880452
101.01,1,0.991452965,0.465110443
101.02,1,0.991473348,0.465340434
101.03,1,0.991493731,0.465570425
101.04,1,0.991514114,0.465800416
101.05,1,0.991534496,0.466030407
101.06,1,0.991554879,0.466260398
101.07,1,0.991575262,0.46649039
101.08,1,0.991595645,0.466720381
101.09,1,0.991616028,0.466950372
101.1,1,0.99163641,0.467180363
101.11,1,0.991656793,0.467410354
101.12,1,0.991677176,0.467640345
101.13,1,0.991697559,0.467870336
101.14,1,0.991717941,0.468100328
101.15,1,0.991738324,0.468330319
101.16,1,0.991758707,0.46856031
101.17,1,0.99177909,0.468790301
101.18,1,0.991799472,0.469020292
101.19,1,0.991819855,0.469250283
101.2,1,0.991840238,0.469480274
101.21,1,0.991860621,0.469710266
101.22,1,0.991881003,0.469940257
101.23,1,0.991901386,0.470170248
101.24,1,0.991921769,0.470400239
101.25,1,0.991942152,0.47063023
101.26,1,0.991962534,0.470860221
101.27,1,0.991982917,0.471090212
101.28,1,0.9920033,0.471320203
101.29,1,0.992023683,0.471550195
101.3,1,0.992044066,0.471780186
101.31,1,0.992064448,0.472010177
101.32,1,0.992084831,0.472240168
101.33,1,0.992105214,0.472470159
101.34,1,0.992125597,0.47270015
101.35,1,0.992145979,0.472930141
101.36,1,0.992166362,0.473160133
101.37,1,0.992186745,0.473390124
101.38,1,0.992207128,0.473620115
101.39,1,0.99222751,0.473850106
101.4,1,0.992247893,0.474080097
101.41,1,0.992268276,0.474310088
101.42,1,0.992288659,0.474540079
101.43,1,0.992309041,0.474770071
101.44,1,0.992329424,0.475000062
101.45,1,0.992349807,0.475230053
101.46,1,0.99237019,0.475460044
101.47,1,0.992390573,0.475690035
101.48,1,0.992410955,0.475920026
101.49,1,0.992431338,0.476150017
101.5,1,0.992451721,0.476380008
101.51,1,0.992472104,0.47661
101.52,1,0.992492486,0.476839991
101.53,1,0.992512869,0.477069982
101.54,1,0.992533252,0.477299973
101.55,1,0.992553635,0.477529964
101.56,1,0.992574017,0.477759955
101.57,1,0.9925944,0.477989946
101.58,1,0.992614783,0.478219938
101.59,1,0.992635166,0.478449929
101.6,1,0.992655548,0.47867992
101.61,1,0.992675931,0.478909911
101.62,1,0.992696314,0.479139902
101.63,1,0.992716697,0.479369893
101.64,1,0.992737079,0.479599884
101.65,1,0.992757462,0.479829876
101.66,1,0.992777845,0.480059867
101.67,1,0.992798228,0.480289858
101.68,1,0.992818611,0.480519849
101.69,1,0.992838993,0.48074984
101.7,1,0.992859376,0.480979831
101.71,1,0.992879759,0.481209822
101.72,1,0.992900142,0.481439813
101.73,1,0.992920524,0.481669805
101.74,1,0.992940907,0.481899796
101.75,1,0.99296129,0.482129787
101.76,1,0.992981673,0.482359778
101.77,1,0.993002055,0.482589769
101.78,1,0.993022438,0.48281976
101.79,1,0.993042821,0.483049751
101.8,1,0.993063204,0.483279743
101.81,1,0.993083586,0.483509734
101.82,1,0.993103969,0.483739725
101.83,1,0.993124352,0.483969716
101.84,1,0.993144735,0.484199707
101.85,1,0.993165117,0.484429698
101.86,1,0.9931855,0.484659689
101.87,1,0.993205883,0.484889681
101.88,1,0.993226266,0.485119672
101.89,1,0.993246649,0.485349663
101.9,1,0.993267031,0.485579654
101.91,1,0.993287414,0.485809645
101.92,1,0.993307797,0.486039636
101.93,1,0.99332818,0.486269627
101.94,1,0.993348562,0.486499618
101.95,1,0.993368945,0.48672961
101.96,1,0.993389328,0.486959601
101.97,1,0.993409711,0.487189592
101.98,1,0.993430093,0.487419583
101.99,1,0.993450476,0.487649574
102,1,0.993470859,0.487879565
102.01,1,0.993491242,0.488109556
102.02,1,0.993511624,0.488346077
102.03,1,0.993532007,0.488586754
102.04,1,0.99355239,0.48882743
102.05,1,0.993572773,0.489068107
102.06,1,0.993593156,0.489308783
102.07,1,0.993613538,0.489549459
102.08,1,0.993633921,0.489790136
102.09,1,0.993654304,0.490030812
102.1,1,0.993674687,0.490271488
102.11,1,0.993695069,0.490512165
102.12,1,0.993715452,0.490752841
102.13,1,0.993735835,0.490993518
102.14,1,0.993756218,0.491234194
102.15,1,0.9937766,0.49147487
102.16,1,0.993796983,0.491715547
102.17,1,0.993817366,0.491956223
102.18,1,0.993837749,0.4921969
102.19,1,0.993858131,0.492437576
102.2,1,0.993878514,0.492678252
102.21,1,0.993898897,0.492918929
102.22,1,0.99391928,0.493159605
102.23,1,0.993939662,0.493400282
102.24,1,0.993960045,0.493640958
102.25,1,0.993980428,0.493881634
102.26,1,0.994000811,0.494122311
102.27,1,0.994021194,0.494362987
102.28,1,0.994041576,0.494603664
102.29,1,0.994061959,0.49484434
102.3,1,0.994082342,0.495085016
102.31,1,0.994102725,0.495325693
102.32,1,0.994123107,0.495566369
102.33,1,0.99414349,0.495807045
102.34,1,0.994163873,0.496047722
102.35,1,0.994184256,0.496288398
102.36,1,0.994204638,0.496529075
102.37,1,0.994225021,0.496769751
102.38,1,0.994245404,0.497010427
102.39,1,0.994265787,0.497251104
102.4,1,0.994286169,0.49749178
102.41,1,0.994306552,0.497732457
102.42,1,0.994326935,0.497973133
102.43,1,0.994347318,0.498213809
102.44,1,0.9943677,0.498454486
102.45,1,0.994388083,0.498695162
102.46,1,0.994408466,0.498935839
102.47,1,0.994428849,0.499176515
102.48,1,0.994449232,0.499417191
102.49,1,0.994469614,0.499657868
102.5,1,0.994489997,0.499898544
102.51,1,0.99451038,0.500139221
102.52,1,0.994530763,0.500379897
102.53,1,0.994551145,0.500620573
102.54,1,0.994571528,0.50086125
102.55,1,0.994591911,0.501101926
102.56,1,0.994612294,0.501342602
102.57,1,0.994632676,0.501583279
102.58,1,0.994653059,0.501823955
102.59,1,0.994673442,0.502064632
102.6,1,0.994693825,0.502305308
102.61,1,0.994714207,0.502545984
102.62,1,0.99473459,0.502786661
102.63,1,0.994754973,0.503027337
102.64,1,0.994775356,0.503268014
102.65,1,0.994795739,0.50350869
102.66,1,0.994816121,0.503749366
102.67,1,0.994836504,0.503990043
102.68,1,0.994856887,0.504230719
102.69,1,0.99487727,0.504471396
102.7,1,0.994897652,0.504712072
102.71,1,0.994918035,0.504952748
102.72,1,0.994938418,0.505193425
102.73,1,0.994958801,0.505434101
102.74,1,0.994979183,0.505674778
102.75,1,0.994999566,0.505915454
102.76,1,0.995019949,0.50615613
102.77,1,0.995040332,0.506396807
102.78,1,0.995060714,0.506637483
102.79,1,0.995081097,0.506878159
102.8,1,0.99510148,0.507118836
102.81,1,0.995121863,0.507359512
102.82,1,0.995142245,0.507600189
102.83,1,0.995162628,0.507840865
102.84,1,0.995183011,0.508081541
102.85,1,0.995203394,0.508322218
102.86,1,0.995223777,0.508562894
102.87,1,0.995244159,0.508803571
102.88,1,0.995264542,0.509044247
102.89,1,0.995284925,0.509284923
102.9,1,0.995305308,0.5095256
102.91,1,0.99532569,0.509766276
102.92,1,0.995346073,0.510006953
102.93,1,0.995366456,0.510247629
102.94,1,0.995386839,0.510488305
102.95,1,0.995407221,0.510728982
102.96,1,0.995427604,0.510969658
102.97,1,0.995447987,0.511210335
102.98,1,0.99546837,0.511451011
102.99,1,0.995488752,0.511691687
103,1,0.995509135,0.511932364
103.01,1,0.995529518,0.51217304
103.02,1,0.995549901,0.512413717
103.03,1,0.995570283,0.512654393
103.04,1,0.995590666,0.512895069
103.05,1,0.995611049,0.513135746
103.06,1,0.995631432,0.513376422
103.07,1,0.995651815,0.513617098
103.08,1,0.995672197,0.513857775
103.09,1,0.99569258,0.514098451
103.1,1,0.995712963,0.514339128
103.11,1,0.995733346,0.514579804
103.12,1,0.995753728,0.51482048
103.13,1,0.995774111,0.515061157
103.14,1,0.995794494,0.515301833
103.15,1,0.995814877,0.51554251
103.16,1,0.995835259,0.515783186
103.17,1,0.995855642,0.516023862
103.18,1,0.995876025,0.516264539
103.19,1,0.995896408,0.516505215
103.2,1,0.99591679,0.516745892
103.21,1,0.995937173,0.516986568
103.22,1,0.995957556,0.517227244
103.23,1,0.995977939,0.517467921
103.24,1,0.995998322,0.517708597
103.25,1,0.996018704,0.517949274
103.26,1,0.996039087,0.51818995
103.27,1,0.99605947,0.518430626
103.28,1,0.996079853,0.518671303
103.29,1,0.996100235,0.518911979
103.3,1,0.996120618,0.519152655
103.31,1,0.996141001,0.519393332
103.32,1,0.996161384,0.519634008
103.33,1,0.996181766,0.519874685
103.34,1,0.996202149,0.520115361
103.35,1,0.996222532,0.520356037
103.36,1,0.996242915,0.520596714
103.37,1,0.996263297,0.52083739
103.38,1,0.99628368,0.521078067
103.39,1,0.996304063,0.521318743
103.4,1,0.996324446,0.521559419
103.41,1,0.996344828,0.521800096
103.42,1,0.996365211,0.522040772
103.43,1,0.996385594,0.522281449
103.44,1,0.996405977,0.522522125
103.45,1,0.99642636,0.522762801
103.46,1,0.996446742,0.523003478
103.47,1,0.996467125,0.523244154
103.48,1,0.996487508,0.523484831
103.49,1,0.996507891,0.523725507
103.5,1,0.996528273,0.523966183
103.51,1,0.996548656,0.52420686
103.52,1,0.996569039,0.524447536
103.53,1,0.996589422,0.524688212
103.54,1,0.996609804,0.524928889
103.55,1,0.996630187,0.525169565
103.56,1,0.99665057,0.525410242
103.57,1,0.996670953,0.525650918
103.58,1,0.996691335,0.525891594
103.59,1,0.996711718,0.526132271
103.6,1,0.996732101,0.526372947
103.61,1,0.996752484,0.526613624
103.62,1,0.996772866,0.5268543
103.63,1,0.996793249,0.527094976
103.64,1,0.996813632,0.527335653
103.65,1,0.996834015,0.527576329
103.66,1,0.996854398,0.527817006
103.67,1,0.99687478,0.528057682
103.68,1,0.996895163,0.528298358
103.69,1,0.996915546,0.528539035
103.7,1,0.996935929,0.528779711
103.71,1,0.996956311,0.529020388
103.72,1,0.996976694,0.529261064
103.73,1,0.996997077,0.52950174
103.74,1,0.99701746,0.529742417
103.75,1,0.997037842,0.529983093
103.76,1,0.997058225,0.530223769
103.77,1,0.997078608,0.530464446
103.78,1,0.997098991,0.530705122
103.79,1,0.997119373,0.530945799
103.8,1,0.997139756,0.531186475
103.81,1,0.997160139,0.531427151
103.82,1,0.997180522,0.531667828
103.83,1,0.997200905,0.531908504
103.84,1,0.997221287,0.532149181
103.85,1,0.99724167,0.532389857
103.86,1,0.997262053,0.532630533
103.87,1,0.997282436,0.53287121
103.88,1,0.997302818,0.533111886
103.89,1,0.997323201,0.533352563
103.9,1,0.997343584,0.533593239
103.91,1,0.997363967,0.533833915
103.92,1,0.997384349,0.534074592
103.93,1,0.997404732,0.534315268
103.94,1,0.997425115,0.534555945
103.95,1,0.997445498,0.534796621
103.96,1,0.99746588,0.535037297
103.97,1,0.997486263,0.535277974
103.98,1,0.997506646,0.53551865
103.99,1,0.997527029,0.535759326
104,1,0.997547411,0.536000003
104.01,1,0.997567794,0.536240679
104.02,1,0.997588177,0.536481356
104.03,1,0.99760856,0.536722032
104.04,1,0.997628943,0.536962708
104.05,1,0.997649325,0.537203385
104.06,1,0.997669708,0.537444061
104.07,1,0.997690091,0.537684738
104.08,1,0.997710474,0.537925414
104.09,1,0.997730856,0.53816609
104.1,1,0.997751239,0.538406767
104.11,1,0.997771622,0.538647443
104.12,1,0.997792005,0.53888812
104.13,1,0.997812387,0.539128796
104.14,1,0.99783277,0.539369472
104.15,1,0.997853153,0.539610149
104.16,1,0.997873536,0.539850825
104.17,1,0.997893918,0.540091502
104.18,1,0.997914301,0.540332178
104.19,1,0.997934684,0.540572854
104.2,1,0.997955067,0.540813531
104.21,1,0.997975449,0.541054207
104.22,1,0.997995832,0.541294884
104.23,1,0.998016215,0.54153556
104.24,1,0.998036598,0.541776236
104.25,1,0.998056981,0.542016913
104.26,1,0.998077363,0.542257589
104.27,1,0.998097746,0.542498265
104.28,1,0.998118129,0.542738942
104.29,1,0.998138512,0.542979618
104.3,1,0.998158894,0.543220295
104.31,1,0.998179277,0.543460971
104.32,1,0.99819966,0.543701647
104.33,1,0.998220043,0.543942324
104.34,1,0.998240425,0.544183
104.35,1,0.998260808,0.544423677
104.36,1,0.998281191,0.544664353
104.37,1,0.998301574,0.544905029
104.38,1,0.998321956,0.545145706
104.39,1,0.998342339,0.545386382
104.4,1,0.998362722,0.545627059
104.41,1,0.998383105,0.545867735
104.42,1,0.998403487,0.546108411
104.43,1,0.99842387,0.546349088
104.44,1,0.998444253,0.546589764
104.45,1,0.998464636,0.546830441
104.46,1,0.998485019,0.547071117
104.47,1,0.998505401,0.547311793
104.48,1,0.998525784,0.54755247
104.49,1,0.998546167,0.547793146
104.5,1,0.99856655,0.548033822
104.51,1,0.998586932,0.548274499
104.52,1,0.998607315,0.548515175
104.53,1,0.998627698,0.548755852
104.54,1,0.998648081,0.548996528
104.55,1,0.998668463,0.549237204
104.56,1,0.998688846,0.549477881
104.57,1,0.998709229,0.549718557
104.58,1,0.998729612,0.549959234
104.59,1,0.998749994,0.55019991
104.6,1,0.998770377,0.550440586
104.61,1,0.99879076,0.550681263
104.62,1,0.998811143,0.550921939
104.63,1,0.998831526,0.551162616
104.64,1,0.998851908,0.551403292
104.65,1,0.998872291,0.551643968
104.66,1,0.998892674,0.551884645
104.67,1,0.998913057,0.552125321
104.68,1,0.998933439,0.552365998
104.69,1,0.998953822,0.552606674
104.7,1,0.998974205,0.55284735
104.71,1,0.998994588,0.553088027
104.72,1,0.99901497,0.553328703
104.73,1,0.999035353,0.553569379
104.74,1,0.999055736,0.553810056
104.75,1,0.999076119,0.554050732
104.76,1,0.999096501,0.554291409
104.77,1,0.999116884,0.554532085
104.78,1,0.999137267,0.554772761
104.79,1,0.99915765,0.555013438
104.8,1,0.999178032,0.555254114
104.81,1,0.999198415,0.555494791
104.82,1,0.999218798,0.555735467
104.83,1,0.999239181,0.555976143
104.84,1,0.999259564,0.55621682
104.85,1,0.999279946,0.556457496
104.86,1,0.999300329,0.556698173
104.87,1,0.999320712,0.556938849
104.88,1,0.999341095,0.557179525
104.89,1,0.999361477,0.557420202
104.9,1,0.99938186,0.557660878
104.91,1,0.999402243,0.557901555
104.92,1,0.999422626,0.558142231
104.93,1,0.999443008,0.558382907
104.94,1,0.999463391,0.558623584
104.95,1,0.999483774,0.55886426
104.96,1,0.999504157,0.559104936
104.97,1,0.999524539,0.559345613
104.98,1,0.999544922,0.559586289
104.99,1,0.999565305,0.559826966
105,1,0.999585688,0.560067642
105.01,1,0.99960607,0.560308318
105.02,1,0.999626453,0.560548995
105.03,1,0.999646836,0.560789671
105.04,1,0.999667219,0.561030348
105.05,1,0.999687602,0.561271024
105.06,1,0.999707984,0.5615117
105.07,1,0.999728367,0.561752377
105.08,1,0.99974875,0.561993053
105.09,1,0.999769133,0.56223373
105.1,1,0.999789515,0.562474406
105.11,1,0.999809898,0.562715082
105.12,1,0.999830281,0.562955759
105.13,1,0.999850664,0.563196435
105.14,1,0.999871046,0.563437112
105.15,1,0.999891429,0.563677788
105.16,1,0.999911812,0.563918464
105.17,1,0.999932195,0.564159141
105.18,1,0.999952577,0.564399817
105.19,1,0.99997296,0.564640493
105.2,1,0.999993343,0.56488117
105.21,1,1,0.565121846
105.22,1,1,0.565362523
105.23,1,1,0.565603199
105.24,1,1,0.565843875
105.25,1,1,0.566084552
105.26,1,1,0.566325228
105.27,1,1,0.566565905
105.28,1,1,0.566806581
105.29,1,1,0.567047257
105.3,1,1,0.567287934
105.31,1,1,0.56752861
105.32,1,1,0.567769287
105.33,1,1,0.568009963
105.34,1,1,0.568250639
105.35,1,1,0.568491316
105.36,1,1,0.568731992
105.37,1,1,0.568972669
105.38,1,1,0.569213345
105.39,1,1,0.569454021
105.4,1,1,0.569694698
105.41,1,1,0.569935374
105.42,1,1,0.570176051
105.43,1,1,0.570416727
105.44,1,1,0.570657403
105.45,1,1,0.57089808
105.46,1,1,0.571138756
105.47,1,1,0.571379432
105.48,1,1,0.571620109
105.49,1,1,0.571860785
105.5,1,1,0.572101462
105.51,1,1,0.572342138
105.52,1,1,0.572582814
105.53,1,1,0.572823491
105.54,1,1,0.573064167
105.55,1,1,0.573304844
105.56,1,1,0.57354552
105.57,1,1,0.573786196
105.58,1,1,0.574026873
105.59,1,1,0.574267549
105.6,1,1,0.574508226
105.61,1,1,0.574748902
105.62,1,1,0.574989578
105.63,1,1,0.575230255
105.64,1,1,0.575470931
105.65,1,1,0.575711608
105.66,1,1,0.575952284
105.67,1,1,0.57619296
105.68,1,1,0.576433637
105.69,1,1,0.576674313
105.7,1,1,0.576914989
105.71,1,1,0.577155666
105.72,1,1,0.577396342
105.73,1,1,0.577637019
105.74,1,1,0.577877695
105.75,1,1,0.578118371
105.76,1,1,0.578359048
105.77,1,1,0.578599724
105.78,1,1,0.578840401
105.79,1,1,0.579081077
105.8,1,1,0.579321753
105.81,1,1,0.57956243
105.82,1,1,0.579803106
105.83,1,1,0.580043783
105.84,1,1,0.580266133
105.85,1,1,0.580479322
105.86,1,1,0.580692511
105.87,1,1,0.5809057
105.88,1,1,0.581118889
105.89,1,1,0.581332078
105.9,1,1,0.581545267
105.91,1,1,0.581758456
105.92,1,1,0.581971645
105.93,1,1,0.582184834
105.94,1,1,0.582398023
105.95,1,1,0.582611212
105.96,1,1,0.582824401
105.97,1,1,0.58303759
105.98,1,1,0.583250779
105.99,1,1,0.583463968
106,1,1,0.583677157
